repo_name,commit,subject,message,bug_fix_regex_count,valid_fix_regex_count,negeted_bug_fix_regex,bq_classification,Is_bug,Bug_Justification,English_classification,Is_English,Comment,Type,Is_Refactor
gumstix/linux,377dd7b47c6247d3df7d97f756141d04a1e1b8fe,omap4-duovero-garret50c: Add a new Gumstix DuoVero expansion board,"omap4-duovero-garret50c: Add a new Gumstix DuoVero expansion board

Signed-off-by: Arun Bharadwaj <9265c009aab3b8bbc91c4decd2db1a660c64ec70@gumstix.com>
",0,0,0,FALSE,FALSE,add,TRUE,TRUE,,adaptive,
qhh7812/android_kernel_htc_ville-lp,629928041c53771f9902753d50fef6b35f36d33d,tracing: create the C style tracing for the sched subsystem,"tracing: create the C style tracing for the sched subsystem

This patch utilizes the TRACE_EVENT_FORMAT macro to enable the C style
faster tracing for the sched subsystem trace points.

Signed-off-by: Steven Rostedt <9d183ff83abfec5c556edaf86a280a53916a11d8@redhat.com>
",0,0,0,FALSE,FALSE,"create, trace",TRUE,TRUE,,adaptive,
linusw/linux-mt7630e,629928041c53771f9902753d50fef6b35f36d33d,tracing: create the C style tracing for the sched subsystem,"tracing: create the C style tracing for the sched subsystem

This patch utilizes the TRACE_EVENT_FORMAT macro to enable the C style
faster tracing for the sched subsystem trace points.

Signed-off-by: Steven Rostedt <9d183ff83abfec5c556edaf86a280a53916a11d8@redhat.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
Garcia98/android_kernel_sony_u8500,629928041c53771f9902753d50fef6b35f36d33d,tracing: create the C style tracing for the sched subsystem,"tracing: create the C style tracing for the sched subsystem

This patch utilizes the TRACE_EVENT_FORMAT macro to enable the C style
faster tracing for the sched subsystem trace points.

Signed-off-by: Steven Rostedt <9d183ff83abfec5c556edaf86a280a53916a11d8@redhat.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
javilonas/Lonas_KL-HTC-Desire-2.6.38.8,629928041c53771f9902753d50fef6b35f36d33d,tracing: create the C style tracing for the sched subsystem,"tracing: create the C style tracing for the sched subsystem

This patch utilizes the TRACE_EVENT_FORMAT macro to enable the C style
faster tracing for the sched subsystem trace points.

Signed-off-by: Steven Rostedt <9d183ff83abfec5c556edaf86a280a53916a11d8@redhat.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
DeviousFusion/android_kernel_sony_msm8930,629928041c53771f9902753d50fef6b35f36d33d,tracing: create the C style tracing for the sched subsystem,"tracing: create the C style tracing for the sched subsystem

This patch utilizes the TRACE_EVENT_FORMAT macro to enable the C style
faster tracing for the sched subsystem trace points.

Signed-off-by: Steven Rostedt <9d183ff83abfec5c556edaf86a280a53916a11d8@redhat.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
Split-Screen/android_kernel_htc_msm8960,b040b44c35c251882da8488a5f038435a531312c,kconfig: print symbol type in help text,"kconfig: print symbol type in help text

Randy suggested to print out the symbol type in gconfig.

Note this change does more than Randy's suggestion, that it also
affects menuconfig and ""make config"".

  │ Symbol: BLOCK [=y]
  │ Type  : boolean
  │ Prompt: Enable the block layer
  │   Defined at block/Kconfig:4
  │   Depends on: EMBEDDED [=n]

Signed-off-by: Li Zefan <5dc16b054e85ffba6c8d314d8e55ae95dcab12a5@cn.fujitsu.com>
Acked-by: Randy Dunlap <e1d10faa7e2a0c027bf1ff1d20e7fd10154be7ea@oracle.com>
Signed-off-by: Michal Marek <0c835876a532a476f30fdb1f6e963bae6c5a1a04@suse.cz>
",0,0,0,FALSE,FALSE,print,TRUE,TRUE,,adaptive,
AOSPA-L/android_kernel_oppo_msm8974,fa69afd3c224252890cb30864dc648d1399dd9fe,[WATCHDOG] w83697hf/hg WDT driver - patch 14,"[WATCHDOG] w83697hf/hg WDT driver - patch 14

This is patch 14 in the series of patches that converts
Marcus Junker's w83697hf watchdog driver to Samuel Tardieau's
w83697hf/hg watchdog driver.

This patch contains following changes:
 - Clean-up initialization code (part 1: remove
   w83697hf_select_wd_register() and
   w83697hf_unselect_wd_register() functions).
 - Make sure that the watchdog device is stopped
   as soon as we found it.

Signed-off-by: Samuel Tardieu <f16bed56189e249fe4ca8ed10a1ecae60e8ceac0@rfc1149.net>
Signed-off-by: Wim Van Sebroeck <5f65f6985de1ebf15dde04e0dc4668211868bafa@iguana.be>

",0,0,0,FALSE,FALSE,convert,TRUE,TRUE,,adaptive,
StelixROM/kernel_lge_msm8974,fa69afd3c224252890cb30864dc648d1399dd9fe,[WATCHDOG] w83697hf/hg WDT driver - patch 14,"[WATCHDOG] w83697hf/hg WDT driver - patch 14

This is patch 14 in the series of patches that converts
Marcus Junker's w83697hf watchdog driver to Samuel Tardieau's
w83697hf/hg watchdog driver.

This patch contains following changes:
 - Clean-up initialization code (part 1: remove
   w83697hf_select_wd_register() and
   w83697hf_unselect_wd_register() functions).
 - Make sure that the watchdog device is stopped
   as soon as we found it.

Signed-off-by: Samuel Tardieu <f16bed56189e249fe4ca8ed10a1ecae60e8ceac0@rfc1149.net>
Signed-off-by: Wim Van Sebroeck <5f65f6985de1ebf15dde04e0dc4668211868bafa@iguana.be>

",0,0,0,FALSE,,,TRUE,,duplicated,,
2nd-yacuken/android_kernel_samsung_espresso10,3fa37deb1a287e100c7db5b4f964784fd664bee9,V4L/DVB (9631): Make s2api work for ATSC support,"V4L/DVB (9631): Make s2api work for ATSC support

ATSC should be considered a legacy delivery system, or else fields such as
p->u.vsb.modulation do not get populated (resulting in set_frontend failures)

Cc: Steven Toth <ae31a93692b10ade408f3513a9ded8dd6fce4478@linuxtv.org>
Signed-off-by: Devin Heitmueller <dfe2e86fda4729274abf1cfa6ff13942758edc98@gmail.com>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",1,0,0,TRUE,TRUE,"make work, failure",TRUE,TRUE,,corrective,FALSE
viaembedded/vab820-kernel-bsp-old,8b36ac445ad5af861d05846029230b8c6b434efb,staging: brcm80211: reducing indentation levels in bcmsdh_sdmmc.c,"staging: brcm80211: reducing indentation levels in bcmsdh_sdmmc.c

Some functions in the source file had a lot of indentation levels
forcing statements to be spread over multiple lines impairing the
readability of the code.

Reported-by: Joe Perches <16a9a54ddf4259952e3c118c763138e83693d7fd@perches.com>
Reviewed-by: Franky (Zhenhui) Lin <c740ae0f5dfc9bd2203ae1a0d3155a31e94c745d@broadcom.com>
Reviewed-by: Roland Vossen <45182f14eed14f589e080b05abc22e5a7f6ee742@broadcom.com>
Signed-off-by: Franky Lin <c740ae0f5dfc9bd2203ae1a0d3155a31e94c745d@broadcom.com>
Signed-off-by: Greg Kroah-Hartman <4645f7897fd33786a2ee1264d590b3c400559d85@suse.de>
",0,0,0,FALSE,FALSE,indentation,TRUE,TRUE,duplicated,,
Khan/ReactiveCocoa,b1156844dadab431f6e60854eda297ee8079904a,Try a clearer `reentrantMainThreadScheduler` comment,"Try a clearer `reentrantMainThreadScheduler` comment
",0,0,0,FALSE,FALSE,comment,FALSE,TRUE,,perfective,FALSE
jdkernel/android-omap-tuna_3.0,c427d27452b41378e305af80db5757da048dd38e,[TCP]: Remove TCP Compound,"[TCP]: Remove TCP Compound

This reverts: f890f921040fef6a35e39d15b729af1fd1a35f29

The inclusion of TCP Compound needs to be reverted at this time
because it is not 100% certain that this code conforms to the
requirements of Developer's Certificate of Origin 1.1 paragraph (b).

Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",0,0,0,FALSE,TRUE,reverts,TRUE,TRUE,,corrective,FALSE
krash86/android_kernel_google_pixel,a28abfe7f0dc5e421e360c468788a8be4c5578b5,scsi: ufs: debugfs: add option to read peer DME attribute,"scsi: ufs: debugfs: add option to read peer DME attribute

This patch adds the debugfs capability to read the DME attribute of
peer UniPro/M-PHY. This should help for debugging.

Change-Id: I26d3675bdda8b9fdf0f9aa6b81a1ffafbd828fd0
[8892145aa7c2bcafaa8055ef206043082445675b@codeaurora.org: resolved trivial merge conflicts]
Signed-off-by: Subhash Jadavani <8892145aa7c2bcafaa8055ef206043082445675b@codeaurora.org>
",0,0,0,FALSE,FALSE,add,TRUE,TRUE,,adaptive,
JordiCruells/patchwork,c6769231fedca950e10c0da1aece1e2cb0422a80,commit,"commit
",0,0,0,FALSE,FALSE,no syntactic evidence,FALSE,TRUE,not informative comment or code,other,
raedwulf/linux,4555227211ae867d8f8ec9eb5182273f58b648c0,i2c: add debug info when class instantiation was dropped,"i2c: add debug info when class instantiation was dropped

We have a warning already when support for old-fashioned class based
instantiation is about to be dropped somewhen soon from a driver. Let's
have another one when it was actually dropped. This allows to remove the
cruft a little earlier and still let users know what happened in the
rare case they are missing devices after the change. However, there is
enough interest to get rid of class based instantiation rather sooner
than later because it improves boot up time.

Signed-off-by: Wolfram Sang <fd4ce474653598159cad06f3c83387a05cd53a44@the-dreams.de>
",0,0,0,FALSE,FALSE,add,TRUE,TRUE,,adaptive,
whluwit/free-programming-books,a26d858ad5d37edfb80ba20ab35970ed8af53d34,un oubli lors de la purge des livres anglais,"un oubli lors de la purge des livres anglais
",0,0,0,FALSE,FALSE,Not in English,FALSE,FALSE,removed a reference to abook,?,
Samsung-BCM/android_kernel_samsung_bcm,21956b61f594f7924d98240da74bc81c28601fa9,ALSA: ctxfi - fix PTP address initialization,"ALSA: ctxfi - fix PTP address initialization

After hours of debugging, I finally found the reason why some source
and runtime combination does not work. The PTP (page table pages)
address must be aligned. I am not sure how much, but alignment to
PAGE_SIZE is sufficient. Also, use ALSA's page allocation routines
to ensure proper virtual -> physical address translation.

Cc: <4fbacc2fa0ffdbb11bf1ad6925b886ebd08dd15f@kernel.org>
Signed-off-by: Jaroslav Kysela <72edd5e1a572f82f059ccbb83c92b74d6cb051ff@perex.cz>
",2,0,0,TRUE,TRUE,fix,TRUE,TRUE,,corrective,FALSE
jacknb1ack/android_kernel_sony_msm8960t-test,21956b61f594f7924d98240da74bc81c28601fa9,ALSA: ctxfi - fix PTP address initialization,"ALSA: ctxfi - fix PTP address initialization

After hours of debugging, I finally found the reason why some source
and runtime combination does not work. The PTP (page table pages)
address must be aligned. I am not sure how much, but alignment to
PAGE_SIZE is sufficient. Also, use ALSA's page allocation routines
to ensure proper virtual -> physical address translation.

Cc: <4fbacc2fa0ffdbb11bf1ad6925b886ebd08dd15f@kernel.org>
Signed-off-by: Jaroslav Kysela <72edd5e1a572f82f059ccbb83c92b74d6cb051ff@perex.cz>
",2,0,0,TRUE,,,TRUE,,duplicated,,
DirtyUnicorns/android_kernel_oppo_msm8974,21956b61f594f7924d98240da74bc81c28601fa9,ALSA: ctxfi - fix PTP address initialization,"ALSA: ctxfi - fix PTP address initialization

After hours of debugging, I finally found the reason why some source
and runtime combination does not work. The PTP (page table pages)
address must be aligned. I am not sure how much, but alignment to
PAGE_SIZE is sufficient. Also, use ALSA's page allocation routines
to ensure proper virtual -> physical address translation.

Cc: <4fbacc2fa0ffdbb11bf1ad6925b886ebd08dd15f@kernel.org>
Signed-off-by: Jaroslav Kysela <72edd5e1a572f82f059ccbb83c92b74d6cb051ff@perex.cz>
",2,0,0,TRUE,,,TRUE,,duplicated,,
articu/linux,9de436cfc4e966652f8804f0dda8d338ca7fe89c,V4L/DVB (9077): gspca: Set the right V4L2_DEBUG values in the main driver.,"V4L/DVB (9077): gspca: Set the right V4L2_DEBUG values in the main driver.

Signed-off-by: Frank Zago <86a8c2da8527a1c6978bdca6d7986fe14ae147fe@zago.net>
Signed-off-by: Jean-Francois Moine <e5394ce9c4b9ae7d2c4686830c5ac5f3b9028b6a@free.fr>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",0,0,0,FALSE,TRUE,set,TRUE,TRUE,,corrective,
AccentureMobilityServices/kernel,9de436cfc4e966652f8804f0dda8d338ca7fe89c,V4L/DVB (9077): gspca: Set the right V4L2_DEBUG values in the main driver.,"V4L/DVB (9077): gspca: Set the right V4L2_DEBUG values in the main driver.

Signed-off-by: Frank Zago <86a8c2da8527a1c6978bdca6d7986fe14ae147fe@zago.net>
Signed-off-by: Jean-Francois Moine <e5394ce9c4b9ae7d2c4686830c5ac5f3b9028b6a@free.fr>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
blobgo/qTox,4eeabbbe8511fcf1fdff3c6eb78b010a30c4b352,Unhide faux offline messaging checkbox,"Unhide faux offline messaging checkbox
",0,0,0,FALSE,FALSE,unhide,FALSE,TRUE,,adaptive,
abev66/ubuntu-raring,6e623433f7f566d8aca64c519a19c2f7bbb686be,V4L/DVB (8970): mt2060: implement I2C-gate control,"V4L/DVB (8970): mt2060: implement I2C-gate control

- implement I2C-gate control

Signed-off-by: Antti Palosaari <293134fe763ce2d9d8609280ea107c73cbd2eb86@iki.fi>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",0,0,0,FALSE,FALSE,implement,FALSE,TRUE,,adaptive,
MoKee/android_kernel_htc_pyramid,da087bad810b48dd889a504e6af0a582ba18df0d,[XFS] Fix up a 32/64 local flags variable issue when enabling attr2 mode.,"[XFS] Fix up a 32/64 local flags variable issue when enabling attr2 mode.

SGI-PV: 941645
SGI-Modid: xfs-linux:xfs-kern:23925a

Signed-off-by: Nathan Scott <e2e3f1f24cbc439f8c1ba9b08f9954237d64be64@sgi.com>
",1,0,0,TRUE,TRUE,fix up,TRUE,TRUE,,corrective,FALSE
myfluxi/android_kernel_oneplus_msm8974,da087bad810b48dd889a504e6af0a582ba18df0d,[XFS] Fix up a 32/64 local flags variable issue when enabling attr2 mode.,"[XFS] Fix up a 32/64 local flags variable issue when enabling attr2 mode.

SGI-PV: 941645
SGI-Modid: xfs-linux:xfs-kern:23925a

Signed-off-by: Nathan Scott <e2e3f1f24cbc439f8c1ba9b08f9954237d64be64@sgi.com>
",1,0,0,TRUE,,,TRUE,,duplicated,,
thebyrd/homebrew,33b8eb53b0bdaf40f81e133d5b0234b83e0415a1,babeld 1.4.2,"babeld 1.4.2

Closes #22892.

Signed-off-by: Adam Vandenberg <34c2b6407fd5a10249a15d699d40f9ed1782e98c@gmail.com>
",0,0,0,FALSE,FALSE,no syntactic evidence,FALSE,TRUE,,?,
darrynten/homebrew,33b8eb53b0bdaf40f81e133d5b0234b83e0415a1,babeld 1.4.2,"babeld 1.4.2

Closes #22892.

Signed-off-by: Adam Vandenberg <34c2b6407fd5a10249a15d699d40f9ed1782e98c@gmail.com>
",0,0,0,FALSE,,,FALSE,,duplicated,,
alexreg/homebrew,bd7c658d9fe70ede87c1bc630da2c45323752afb,gpac: new URL (target of redirect for old URL),"gpac: new URL (target of redirect for old URL)

Closes #23142.

Signed-off-by: Adam Vandenberg <34c2b6407fd5a10249a15d699d40f9ed1782e98c@gmail.com>
",0,0,0,FALSE,FALSE,new,TRUE,TRUE,,adaptive,
hephaex/kernel,b8232e906381dcba2bb26f0d849d4c25cc9b1368,drm/i915: Disable LVDS i2c probing when using GPIO bit banging,"drm/i915: Disable LVDS i2c probing when using GPIO bit banging

This check only appears to succeed when using GMBUS, so we need to skip
it if we have fallen back to using GPIO bit banging.

Signed-off-by: Chris Wilson <711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk>
",0,0,0,FALSE,FALSE,disable,TRUE,TRUE,,adaptive,
suesai/linux,cade715ff18440dda53e59c10c606586c92be33e,sfc: Implement asynchronous MCDI requests,"sfc: Implement asynchronous MCDI requests

This will allow use of MCDI from the data path, in particular for
accelerated RFS.

Signed-off-by: Ben Hutchings <0672176982fbc629cc374f31a7a45ae1671abf90@solarflare.com>
",0,0,0,FALSE,FALSE,implement,TRUE,TRUE,,adaptive,
JoeGlancy/linux,cade715ff18440dda53e59c10c606586c92be33e,sfc: Implement asynchronous MCDI requests,"sfc: Implement asynchronous MCDI requests

This will allow use of MCDI from the data path, in particular for
accelerated RFS.

Signed-off-by: Ben Hutchings <0672176982fbc629cc374f31a7a45ae1671abf90@solarflare.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
uoaerg/linux-dccp,cade715ff18440dda53e59c10c606586c92be33e,sfc: Implement asynchronous MCDI requests,"sfc: Implement asynchronous MCDI requests

This will allow use of MCDI from the data path, in particular for
accelerated RFS.

Signed-off-by: Ben Hutchings <0672176982fbc629cc374f31a7a45ae1671abf90@solarflare.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
varunchitre15/thunderzap_sprout,4e04691bc600b53f6aab63404e58fae3bdf8e310,ARM: SAMSUNG: Add s3c_disable_clocks() and tidy init+disable usage,"ARM: SAMSUNG: Add s3c_disable_clocks() and tidy init+disable usage

Add s3c_disable_clocks() and change the clock registration code to use
the s3c_register_clocks() followed by s3c_disable_clocks() instead of
the loops it was using.

Signed-off-by: Ben Dooks <1177f64998f284a7348354b8e91cbbe575d9858a@fluff.org>
",0,0,0,FALSE,FALSE,add,TRUE,TRUE,,adaptive,
coreos/linux-deprecated,db3c9cc105ee844f6cd7a1beb9926fb8e9a093ae,firewire: replace get_features card driver hook,"firewire: replace get_features card driver hook

by feature variables in the fw_card struct.  The hook appeared to be an
unnecessary abstraction in the card driver interface.

Cleaner would be to pass those feature flags as arguments to
fw_card_initialize() or fw_card_add(), but the FairnessControl register
is in the SCLK domain and may therefore not be accessible while Link
Power Status is off, i.e. before the card->driver->enable call from
fw_card_add().

Signed-off-by: Stefan Richter <fbd796546fc801b34e01e453c6fd30283e012038@s5r6.in-berlin.de>
",0,0,0,FALSE,FALSE,replace,TRUE,TRUE,,perfective,TRUE
VM12/kernel_moto_shamu,b625883f24d018c989173aeb727f6de954fb154d,[PATCH] dmi: remove central blacklist,"[PATCH] dmi: remove central blacklist

Since last dmi quirk looks useless (it just prints 404 compliant url) we can
finally remove central dmi blacklist.

Signed-off-by: Andrey Panin <0a247f16f75581eeab9cb67da00efc7d11505ea3@donpac.ru>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@osdl.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@osdl.org>
",0,0,0,FALSE,FALSE,remove,TRUE,TRUE,,perfective,TRUE
syhost/linux-android-endeavoru-3.6,b625883f24d018c989173aeb727f6de954fb154d,[PATCH] dmi: remove central blacklist,"[PATCH] dmi: remove central blacklist

Since last dmi quirk looks useless (it just prints 404 compliant url) we can
finally remove central dmi blacklist.

Signed-off-by: Andrey Panin <0a247f16f75581eeab9cb67da00efc7d11505ea3@donpac.ru>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@osdl.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@osdl.org>
",0,0,0,FALSE,,,TRUE,,duplicated,,
nardholio/android_kernel_samsung_d2,b625883f24d018c989173aeb727f6de954fb154d,[PATCH] dmi: remove central blacklist,"[PATCH] dmi: remove central blacklist

Since last dmi quirk looks useless (it just prints 404 compliant url) we can
finally remove central dmi blacklist.

Signed-off-by: Andrey Panin <0a247f16f75581eeab9cb67da00efc7d11505ea3@donpac.ru>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@osdl.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@osdl.org>
",0,0,0,FALSE,,,TRUE,,duplicated,,
Project-Elite/elite_kernel_grouper,b625883f24d018c989173aeb727f6de954fb154d,[PATCH] dmi: remove central blacklist,"[PATCH] dmi: remove central blacklist

Since last dmi quirk looks useless (it just prints 404 compliant url) we can
finally remove central dmi blacklist.

Signed-off-by: Andrey Panin <0a247f16f75581eeab9cb67da00efc7d11505ea3@donpac.ru>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@osdl.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@osdl.org>
",0,0,0,FALSE,,,TRUE,,duplicated,,
rwaterspf1/android_kernel_lge_hammerheadcaf,ac331d158e198d2a91a5b0a3ec4ca9991fdb57af,call_usermodehelper(): increase reliability,"call_usermodehelper(): increase reliability

Presently call_usermodehelper_setup() uses GFP_ATOMIC.  but it can return
NULL _very_ easily.

GFP_ATOMIC is needed only when we can't sleep.  and, GFP_KERNEL is robust
and better.

thus, I add gfp_mask argument to call_usermodehelper_setup().

So, its callers pass the gfp_t as below:

call_usermodehelper() and call_usermodehelper_keys():
	depend on 'wait' argument.
call_usermodehelper_pipe():
	always GFP_KERNEL because always run under process context.
orderly_poweroff():
	pass to GFP_ATOMIC because may run under interrupt context.

Signed-off-by: KOSAKI Motohiro <70a1d3ef3e17a2bb0f09a1b2e6c86f607ed1d6d9@jp.fujitsu.com>
Cc: ""Paul Menage"" <a4e32ff3ad614f63c49bddfcf4b7598c6857b687@google.com>
Reviewed-by: Li Zefan <5dc16b054e85ffba6c8d314d8e55ae95dcab12a5@cn.fujitsu.com>
Acked-by: Jeremy Fitzhardinge <b3f594e10a9edcf5413cf1190121d45078c62290@xensource.com>
Cc: Rusty Russell <df9728c9e5104131c08c7adb03af425394842596@rustcorp.com.au>
Cc: Andi Kleen <dbd122ef7b6a09ffecf5db9c9296320f3c94e707@firstfloor.org>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",0,0,0,FALSE,FALSE,increase reliability,TRUE,,Not considered a fix since there is no known problem,perfective,TRUE
akrzyzanowskino/TeamSE,997d9ac76b9cbe1c378dc172a444273bc63b5a10,New plugin for SVG markers,"New plugin for SVG markers

Vector SVG markers for Leaflet, with an option for Font Awesome/Twitter Bootstrap icons. Inspired by Leaflet.AwesomeMarkers.",0,0,0,FALSE,FALSE,new,TRUE,TRUE,,adaptive,
StelixROM/android_kernel_lge_hammerhead_kk,2dc27f01ec3990d79fc97386459191fc3da2b02f,x86: apply missing DMA/OOM prevention to floppy_32.h,"x86: apply missing DMA/OOM prevention to floppy_32.h

commit 554d284ba90bc2306c31e5363789f05c320969c3 added _GPF_NORETRY
to floppy_64.h to prevent OOM killer on floppy DMA allocations.

Apply the same to the 32 bit variant.

Found during the attempt to unify the _32/_64 variants. Seperate commit
to document the resulting code change.

Signed-off-by: Thomas Gleixner <00e4cf8f46a57000a44449bf9dd8cbbcc209fd2a@linutronix.de>
",0,0,0,FALSE,TRUE,apply missing,TRUE,TRUE,,corrective,FALSE
lawnn/Linux_3.4.y,2dc27f01ec3990d79fc97386459191fc3da2b02f,x86: apply missing DMA/OOM prevention to floppy_32.h,"x86: apply missing DMA/OOM prevention to floppy_32.h

commit 554d284ba90bc2306c31e5363789f05c320969c3 added _GPF_NORETRY
to floppy_64.h to prevent OOM killer on floppy DMA allocations.

Apply the same to the 32 bit variant.

Found during the attempt to unify the _32/_64 variants. Seperate commit
to document the resulting code change.

Signed-off-by: Thomas Gleixner <00e4cf8f46a57000a44449bf9dd8cbbcc209fd2a@linutronix.de>
",0,0,0,FALSE,,,TRUE,,duplicated,,
MSM8226-Samsung/android_kernel_samsung_s3ve3g,2dc27f01ec3990d79fc97386459191fc3da2b02f,x86: apply missing DMA/OOM prevention to floppy_32.h,"x86: apply missing DMA/OOM prevention to floppy_32.h

commit 554d284ba90bc2306c31e5363789f05c320969c3 added _GPF_NORETRY
to floppy_64.h to prevent OOM killer on floppy DMA allocations.

Apply the same to the 32 bit variant.

Found during the attempt to unify the _32/_64 variants. Seperate commit
to document the resulting code change.

Signed-off-by: Thomas Gleixner <00e4cf8f46a57000a44449bf9dd8cbbcc209fd2a@linutronix.de>
",0,0,0,FALSE,,,TRUE,,duplicated,,
rneugeba/linux-stable,932f0549f872cde022eed200910ee3291b1d3c69,s390/dasd: fix list corruption for sleep_on requests,"s390/dasd: fix list corruption for sleep_on requests

Fix race for sleep_on requests leading to list corruption.
The SLEEP_ON_END_TAG is set during CQR clean up. Remove it from
interrupt handler to avoid the CQR from being cleared when it is
still in the device_queue.

Signed-off-by: Stefan Haberland <9e6a0bb809a7918e8f27f36fc1281e79ae9e5bd0@de.ibm.com>
Signed-off-by: Martin Schwidefsky <52616596d8f5df0d597e85ab515377f92f939c68@de.ibm.com>
",2,0,0,TRUE,TRUE,fix,TRUE,TRUE,,corrective,FALSE
kmaloor/bluetooth-next-mirror,664b4973537068402954bee6e2959b858f263a6f,KVM: s390: Add access register mode,"KVM: s390: Add access register mode

Access register mode is one of the modes that control dynamic address
translation. In this mode the address space is specified by values of
the access registers. The effective address-space-control element is
obtained from the result of the access register translation. See
the ""Access-Register Introduction"" section of the chapter 5 ""Program
Execution"" in ""Principles of Operations"" for more details.

Signed-off-by: Alexander Yarygin <9ca6bb7262616b7ce87466603a4e88c0d04eafde@linux.vnet.ibm.com>
Reviewed-by: Thomas Huth <9e65be74847981e55b2564b6266c57d86d3bac05@linux.vnet.ibm.com>
Signed-off-by: Christian Borntraeger <49712f635b03c16d7f4c43df70e49ec8c565813d@de.ibm.com>
",0,0,0,FALSE,TRUE,add,TRUE,TRUE,,corrective,FALSE
jonjonarnearne/smi2021,c76b638ca20d6cbf91ee017c6f2afd7d3fcd57ff,V4L/DVB (10263): zr364xx: add support for Aiptek DV T300,"V4L/DVB (10263): zr364xx: add support for Aiptek DV T300

Tested-by: Hámorszky Balázs <74dc24e2bd0c77f4f8ed0897a76ec8571fd9b4a2@freepop.hu>
Signed-off-by: Antoine Jacquet <c9b9ec15e49258a29b127652d20b593526abd63f@zerezo.com>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",0,0,0,FALSE,TRUE,add support,TRUE,TRUE,,corrective,FALSE
bendooks/amlogic-kenel,c76b638ca20d6cbf91ee017c6f2afd7d3fcd57ff,V4L/DVB (10263): zr364xx: add support for Aiptek DV T300,"V4L/DVB (10263): zr364xx: add support for Aiptek DV T300

Tested-by: Hámorszky Balázs <74dc24e2bd0c77f4f8ed0897a76ec8571fd9b4a2@freepop.hu>
Signed-off-by: Antoine Jacquet <c9b9ec15e49258a29b127652d20b593526abd63f@zerezo.com>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
martinvlk/cabal,19ea3cdeb4e5de0214648739141a241b9a41adf5,Add a few TODOs about package checks,Add a few TODOs about package checks,0,0,0,FALSE,FALSE,add TODO,TRUE,TRUE,,perfective,FALSE
labertasch/sling,36242b35d9f47ba4a96d3b9196f9ae3727e6304f,SLING-5905 some files from felix.framework where missing includes shaded source attachments,"SLING-5905 some files from felix.framework where missing
includes shaded source attachments

git-svn-id: 6eed74fe9a15c8da84b9a8d7f2960c0406113ece@1754400 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,FALSE,TRUE,missing include,TRUE,TRUE,,corrective,FALSE
felixjimenez/django,a205fe9378fa0048aa7f24ad921b0c31ca5a1b21,Added notes in old generic views howto about the new class based approach.,"Added notes in old generic views howto about the new class based approach.

git-svn-id: 4f9f921b081c523744c7bf24d959a0db39629563@14610 bcc190cf-cafb-0310-a4f2-bffc1f526a37
",0,0,0,FALSE,FALSE,notes,TRUE,TRUE,,perfective,FALSE
gregory-nisbet/emacs,d0a0a08a1fdf07a222ac1d972a74bc923c569c84,"(vc-stay-local, vc-stay-local-p): Move to vc-hooks.el.","(vc-stay-local, vc-stay-local-p): Move to vc-hooks.el.
",0,0,0,FALSE,FALSE,move,FALSE,TRUE,,perfective,TRUE
