,token,commit,positive
44522,supressed,1,1.0
44523,suprised,1,0.0
44524,supritat,1,1.0
44525,sur,1,1.0
44526,surcharge,1,1.0
44527,sure,123,0.590604026846
44528,surefire,1,0.0
44529,sureshthalamati,1,1.0
44530,surface,7,0.142857142857
44531,"surface,",2,0.5
44532,surgery,1,1.0
44533,surpising,1,1.0
44534,surplus,1,1.0
44535,surprised,2,1.0
44536,surprises,1,1.0
44537,surround,2,0.5
44538,surrounded,1,1.0
44539,surrounding,4,0.5
44540,survey,1,0.0
44541,survival,1,1.0
44542,survives,3,0.5
44543,surviving,1,1.0
44544,suse,1,0.0
44545,suspect,3,1.0
44546,suspend,7,0.714285714286
44547,suspend(),1,1.0
44548,suspend),1,0.0
44549,"suspend,",1,1.0
44550,suspicious,1,1.0
44551,"sustaining,",1,0.0
44552,"sutharsan,",1,1.0
44553,sv,2,1.0
44554,sv1,1,0.0
44555,"sv1,",1,0.0
44556,sv2,1,0.0
44557,svar),1,1.0
44558,svc,4,0.222222222222
44559,svdb,1,1.0
44560,sverk,3,0.666666666667
44561,sverker,1,0.0
44562,svg,32,0.642857142857
44563,"svg,",1,0.0
44564,svgbutton,1,1.0
44565,svgdraggable,1,1.0
44566,svgrenderer,1,0.0
44567,svgresize,1,1.0
44568,svgresizecontents,1,1.0
44569,svgs,2,1.0
44570,svn,490,0.500982318271
44571,svnmerge,2,1.0
44572,svnroot,2,1.0
44573,svtools,1,1.0
44574,svtyper,1,1.0
44575,sw,31,0.48087431694
44576,swagger,2,0.166666666667
44577,swal,3,1.0
44578,swal2,2,1.0
44579,swallow,1,0.0
44580,swap,20,0.604651162791
44581,swap),1,1.0
44582,"swap,",1,1.0
44583,swapfield,1,0.0
44584,swapped,1,0.0
44585,swapping,4,0.5
44586,swarm,3,1.0
44587,swathes,1,1.0
44588,swaths,1,0.0
44589,swaziland,1,1.0
44590,sweat,1,0.0
44591,sweep,7,0.5
44592,sweep),4,0.8
44593,sweeping,1,0.0
44594,"sweeps,",1,0.0
44595,sweet,1,1.0
44596,sweetalert,2,1.0
44597,sweetalert2,2,1.0
44598,swentel,1,0.0
44599,"swentel,",1,0.0
44600,swept,1,0.0
44601,swift,308,0.526184538653
44602,swift(>=,1,1.0
44603,"swift,",1,0.0
44604,swiftast,1,1.0
44605,swiftbackupdriver,1,0.0
44606,swiftc,1,1.0
44607,swiftcc,1,1.0
44608,swiftdeferrednsarray,1,0.0
44609,swiftdeps,1,0.0
44610,swiftify,1,1.0
44611,swiftix,2,0.5
44612,swiftmarkup,1,0.0
44613,swiftmodule),1,0.0
44614,swiftnativensarray,1,0.0
44615,"swiftnativensarray,",1,0.0
44616,swiftnativensxxx,2,0.0
44617,swiftruntime,1,1.0
44618,swiftself,1,1.0
44619,swiftshims,1,0.0
44620,swiftsilanalysis,1,1.0
44621,swiftsyntax,2,1.0
44622,swillens,1,1.0
44623,swipe,1,1.0
44624,swiper,1,1.0
44625,switch,132,0.598086124402
44626,switch),4,0.4
44627,"switch,",6,0.222222222222
44628,switchable,1,0.0
44629,switched,16,0.565217391304
44630,switcher,2,0.5
44631,switches,14,0.705882352941
44632,switching,23,0.612903225806
44633,switchingfunction,1,0.0
44634,switchover,1,1.0
44635,switchuserlistenertest,1,0.0
44636,swtich,1,1.0
44637,sxception,1,1.0
44638,syanpse,1,1.0
44639,syhtnetic,1,1.0
44640,sykes,2,0.5
44641,syles,1,0.0
44642,syling,1,0.0
44643,sylius,1,1.0
44644,sym,7,0.1
44645,sym),2,0.0
44646,"sym,",1,0.0
44647,symbian,1,1.0
44648,symbol,60,0.635514018692
44649,symbol),16,0.695652173913
44650,"symbol,",13,0.578947368421
44651,symbolcheckers,1,0.0
44652,symboldatabase,1,1.0
44653,symbolfindoop4,1,0.0
44654,symbolic,17,0.405405405405
44655,"symbolic,",1,0.75
44656,symbolization,1,0.0
44657,symbolp,1,0.666666666667
44658,symbols,39,0.622641509434
44659,symbols),3,0.75
44660,"symbols,",3,0.666666666667
44661,symboltable,1,1.0
44662,"symboltable,",1,0.0
44663,symbolview,1,0.0
44664,symexec,1,0.0
44665,symfile,1,0.0
44666,symfony,5,0.0
44667,symfony2,2,0.25
44668,syminfocache,1,1.0
44669,symlink,11,0.689655172414
44670,symlink),1,0.0
44671,"symlink,",3,1.0
44672,symlinked,1,0.0
44673,symlinkedsandboxedspawn,1,1.0
44674,symlinks,12,0.692307692308
44675,symlinks),1,1.0
44676,"symlinks,",1,1.0
44677,symme,1,0.0
44678,symmetric,3,1.0
44679,symmetry,2,0.5
44680,"symoffset,",1,0.0
44681,symptom,1,0.0
44682,"symptr,",1,0.0
44683,symref,1,0.0
44684,syms,13,0.32
44685,symsorting,1,0.0
44686,symtab,1,0.0
44687,symval,1,0.0
44688,synapse,1,1.0
44689,synapseannotation,1,1.0
44690,sync,62,0.673267326733
44691,"sync(),",1,0.0
44692,"sync,",1,1.0
44693,sync<t>(block,1,1.0
44694,synced,5,0.8
44695,"synced,",1,1.0
44696,synch,1,1.0
44697,synchronisatin,1,0.0
44698,synchronising,1,1.0
44699,synchronization,4,0.833333333333
44700,synchronize,1,1.0
44701,synchronized,6,0.428571428571
44702,synchronizefileblock,1,1.0
44703,synchronizer,1,1.0
44704,synchronous,7,0.5
44705,"synchronous,",1,0.0
44706,synchronously,6,0.666666666667
44707,synchronously),1,1.0
44708,synchronousprojectmanager,1,0.0
44709,syncing,6,0.571428571429
44710,syncitems,1,1.0
44711,"synclistener,",1,1.0
44712,syncmanager,1,1.0
44713,syncpod,1,0.0
44714,syncqueue,1,1.0
44715,syncqueueimpl,1,1.0
44716,syncs,2,0.5
44717,syncstate(),1,1.0
44718,"syncstrategy,",1,1.0
44719,syncvar,1,1.0
44720,syncvdmconfiguration,1,1.0
44721,synonym,3,0.333333333333
44722,"synonym,",1,0.0
44723,synopsis,2,0.857142857143
44724,syntactic,5,0.928571428571
44725,syntactically,2,1.0
44726,syntacticmigratorpass,1,0.0
44727,syntax,100,0.484320557491
44728,syntax),8,0.538461538462
44729,"syntax,",5,0.6
44730,syntaxerror,1,0.0
44731,syntaxes,1,1.0
44732,"syntaxes,",2,0.0
44733,syntaxparsingcontext,1,1.0
44734,syntaxtest,1,0.0
44735,synthesis,1,1.0
44736,synthesize,2,0.5
44737,synthesized,10,0.266666666667
44738,synthesizetransactions,2,0.5
44739,synthesizing,1,0.0
44740,synthetic,6,0.888888888889
44741,sys,31,0.462686567164
44742,syscall,7,0.666666666667
44743,syscalls,3,0.75
44744,"syscalls,",1,1.0
44745,"sysconf,",1,0.0
44746,sysctl,1,0.0
44747,sysdep,34,0.517857142857
44748,sysfs,3,0.0
44749,syslog,2,0.333333333333
44750,syslogidentifier,1,0.0
44751,sysname`,1,0.0
44752,sysruntime,1,1.0
44753,sysselect,1,1.0
44754,syssignal,7,0.6
44755,sysstart,1,1.0
44756,sysstdio,2,1.0
44757,systdio,1,1.0
44758,system,179,0.509915014164
44759,system(),1,1.0
44760,system),13,0.763157894737
44761,"system,",20,0.727272727273
44762,system],1,0.0
44763,systematic,2,0.5
44764,systematically,1,1.0
44765,systemctl,4,0.75
44766,systemd,13,0.28
44767,systemd1,1,0.0
44768,systemdownview,1,0.0
44769,systemed,2,0.5
44770,systemfont,1,0.0
44771,systemgraphtest,1,0.0
44772,systemkeysoacetests,1,1.0
44773,systemkeyspace,2,0.0
44774,systemkeyspacetest,2,0.5
44775,systemmessage(worldsession*,1,1.0
44776,systemmessagetoplr(player*,1,1.0
44777,systems,31,0.425
44778,systems),4,0.0
44779,"systems,",3,0.666666666667
44780,systemtap,3,0.6
44781,"systemtap),",1,0.0
44782,systime,5,0.818181818182
44783,systme,1,1.0
44784,systty,5,0.571428571429
44785,sysupgrade,6,0.5
44786,sysv,2,0.666666666667
44787,syswait,2,0.5
44788,sytax,1,0.0
44789,sz,1,1.0
44790,szeged,1,1.0
44791,szhwtech88,1,1.0
44792,sławomir,1,1.0
44793,słota,2,1.0
44794,t,699,0.511691884457
44795,t(<pattern>),1,1.0
44796,t),12,0.428571428571
44797,t)`,1,0.0
44798,"t)`,",2,0.0
44799,t+a+f),1,0.0
44800,"t+a,",1,0.0
44801,t+f),1,0.0
44802,"t,",23,0.12925170068
44803,t0040,1,1.0
44804,t1,2,0.75
44805,t101108,1,0.0
44806,t125278,1,1.0
44807,t125896,1,1.0
44808,t152792,1,1.0
44809,t190083,1,0.0
44810,t191454,1,0.0
44811,t207341,1,0.0
44812,t21,1,0.0
44813,t4,1,1.0
44814,t414,1,1.0
44815,t6150,1,0.0
44816,t8339,1,1.0
44817,t86194,1,0.0
44818,t90836,1,1.0
44819,t94744,1,1.0
44820,t<number>,1,0.0
44821,t<phantom>,1,0.0
44822,t<string>,1,0.0
44823,t=54635e6a62285,1,0.0
44824,t@jp,1,1.0
44825,t]))`,1,0.0
44826,t])`,1,0.0
44827,t`,4,0.875
44828,tab,52,0.620253164557
44829,"tab,",2,0.0
44830,tabbed,2,0.5
44831,tabbing,1,1.0
44832,tabbott,2,1.0
44833,tabindex,1,0.0
44834,tablayout,1,1.0
44835,table,177,0.620111731844
44836,table#load,1,0.0
44837,table),26,0.511111111111
44838,"table),",1,1.0
44839,"table,",18,0.490566037736
44840,table`,2,1.0
44841,tabledispaly,1,0.0
44842,tableiterator,1,1.0
44843,tableofcontents,1,0.0
44844,tables,39,0.754385964912
44845,tables),4,0.0
44846,"tables),",1,1.0
44847,"tables,",10,0.363636363636
44848,tablescope,1,0.0
44849,tablet,1,0.0
44850,tableviewchange,1,0.0
44851,tableviewevent,1,0.0
44852,tabnav,1,1.0
44853,tabs,33,0.686274509804
44854,"tabs,",2,0.5
44855,tabular,1,0.0
44856,tabulated,3,0.666666666667
44857,tabulation,1,0.0
44858,tachyon,1,1.0
44859,"tachyon,",1,1.0
44860,tackle,1,1.0
44861,tackling,1,1.0
44862,taco,1,1.0
44863,tacotable,1,1.0
44864,tactical,1,1.0
44865,tad,2,1.0
44866,tadarida,1,1.0
44867,taeguk,1,1.0
44868,taeung,1,1.0
44869,tag,76,0.54028436019
44870,tag),10,0.5625
44871,"tag,",3,0.5
44872,"tag={1,110}",1,0.0
44873,tag],2,0.5
44874,tagbody),2,0.5
44875,tagged,5,0.866666666667
44876,tagger,1,1.0
44877,tagging,4,0.8
44878,"tagging,",1,0.0
44879,tagid,1,1.0
44880,tagitem,1,1.0
44881,tagitems,1,1.0
44882,taglink,1,1.0
44883,taglist,1,1.0
44884,tagmanager@1,1,1.0
44885,tagname,1,1.0
44886,tagnav,1,1.0
44887,tagneedsreview,1,1.0
44888,tags,42,0.686440677966
44889,tags),3,0.2
44890,"tags,",4,0.75
44891,tags](https,1,0.0
44892,tagscheme,1,0.0
44893,tagslist,1,1.0
44894,tagtree,1,1.0
44895,tag’,1,1.0
44896,tai,2,0.0
44897,tail,9,0.684210526316
44898,tail),1,1.0
44899,tailcall,1,1.0
44900,tailcalls,1,1.0
44901,tailored,1,1.0
44902,tails,1,0.0
44903,tailspin,1,1.0
44904,tailstorepath,1,0.0
44905,tailwindow,1,0.0
44906,taint,1,1.0
44907,tainted,1,1.0
44908,taints,1,1.0
44909,taiwan,1,0.0
44910,taiwanese,1,0.0
44911,tak,1,1.0
44912,takanori,1,1.0
44913,take,97,0.605263157895
44914,take2,1,1.0
44915,takeexistentialcleanup,1,0.0
44916,taken,26,0.586206896552
44917,taken),1,1.0
44918,takes,36,0.475
44919,takes),1,1.0
44920,takesample,1,0.0
44921,taking,13,0.571428571429
44922,talendforge,1,1.0
44923,talent,2,1.0
44924,talents,1,1.0
44925,talisman,1,0.0
44926,talk,6,0.25
44927,talking,2,0.0
44928,talkoverlay,1,0.0
44929,talks,3,1.0
44930,talksectionaddoverlay,1,0.0
44931,talksectionoverlay,1,0.0
44932,tamper,1,1.0
44933,tan,2,1.0
44934,tan<henrytan@google,1,1.0
44935,tan<tanmingxing@google,1,1.0
44936,tandem,2,0.5
44937,tang,2,0.833333333333
44938,tang<terrytangyuan@users,1,1.0
44939,tang<yong,1,1.0
44940,tang@emc,1,0.0
44941,tangle,1,0.0
44942,tangled,2,0.5
44943,tangling,1,0.0
44944,tango,1,1.0
44945,tank,1,0.0
44946,tannergooding,1,1.0
44947,tanuki,1,0.0
44948,tao,3,0.4
44949,tap,7,0.833333333333
44950,tape,2,1.0
44951,taps,1,0.0
44952,taps`,1,0.0
44953,tapsense,1,1.0
44954,tar,7,0.428571428571
44955,tar),1,1.0
44956,"tar,",2,0.5
44957,tarball,2,0.8
44958,target,77,0.605839416058
44959,target(s),1,1.0
44960,target),3,1.0
44961,"target,",4,0.75
44962,target`,1,1.0
44963,targetcompleteevent,1,0.0
44964,targeted,2,0.5
44965,targetedsuite,1,1.0
44966,targetframework,1,1.0
44967,targetid,1,0.0
44968,targetideinfo,1,1.0
44969,targeting,2,1.0
44970,targets,28,0.647058823529
44971,targets),2,0.0
44972,"targets,",5,0.125
44973,targeturl,1,0.0
44974,targetversion,1,0.0
44975,tarname),1,0.0
44976,tasclient,1,0.0
44977,task,78,0.596774193548
44978,"task,",3,0.333333333333
44979,taskanaengine,1,0.0
44980,taskbars,1,1.0
44981,taskbase,1,1.0
44982,taskbase),1,1.0
44983,taskfailover,1,1.0
44984,taskflow,1,0.0
44985,taskgraphpainterwidget,1,1.0
44986,taskid,1,0.0
44987,tasking,1,0.0
44988,tasklet,1,1.0
44989,taskmanager,3,0.833333333333
44990,taskmanagers,1,0.0
44991,taskmanagertest,1,1.0
44992,taskmonitormapper,1,0.0
44993,taskmonitorservice,1,0.0
44994,taskregistrar,1,1.0
44995,taskrunner,1,1.0
44996,taskrunnerresserection,1,1.0
44997,tasks,34,0.742424242424
44998,"tasks,",4,1.0
44999,taskscheduler,1,1.0
45000,taskserializer,1,1.0
45001,"taskserializer,",1,1.0
45002,taskservice,2,0.0
45003,taskspage,1,1.0
45004,taskstate,1,1.0
45005,taskstategraphstore,1,1.0
45006,tasktrigger,1,1.0
45007,tasktype,1,1.0
45008,tast,1,1.0
45009,"tasty),",1,0.0
45010,tastypie,1,0.0
45011,tax,4,1.0
45012,taxable,2,1.0
45013,taxation,1,1.0
45014,taxcalc,1,1.0
45015,taxcloud,2,1.0
45016,taxcode,2,1.0
45017,taxcode),1,1.0
45018,taxcodes,1,1.0
45019,taxdescription,1,1.0
45020,taxes,6,0.962962962963
45021,"taxes,",3,1.0
45022,taxjar,2,0.5
45023,"taxjar,",1,1.0
45024,taxon,2,0.5
45025,taxonkit,1,1.0
45026,taxonomy,3,0.666666666667
45027,taxrates,1,1.0
45028,taxsettings,2,1.0
45029,taz,1,0.0
45030,tazs,1,0.0
45031,taztreemap,1,0.0
45032,tb,1,0.0
45033,tbb,1,0.0
45034,tbd,1,0.0
45035,tbetbetbe,1,1.0
45036,tbz,1,0.0
45037,tc,2,0.5
45038,tcglobals,1,1.0
45039,tcharding,1,0.0
45040,tci,1,1.0
45041,tcl,3,0.4
45042,"tcountertype),",1,1.0
45043,tcp,11,0.571428571429
45044,td,1,0.0
45045,td),1,0.5
45046,tdas,1,1.0
45047,tdd,1,1.0
45048,tdp,8,0.2
45049,tds,1,0.5
45050,te,2,0.0
45051,teach,11,0.470588235294
45052,teaches,1,0.0
45053,teaching,1,0.0
45054,teaks,1,1.0
45055,team,28,0.782608695652
45056,team#1903,1,1.0
45057,team#593,1,1.0
45058,team#991),1,1.0
45059,team#994),1,1.0
45060,"team,",1,1.0
45061,teammember,1,1.0
45062,teammemberaccount,1,1.0
45063,teams,7,0.4
45064,teamstatus,1,0.0
45065,teamvideo,1,0.0
45066,teamworkflow,1,0.0
45067,tear,4,0.6
45068,teardown,4,0.375
45069,teardown),1,1.0
45070,teardownattribute,1,0.0
45071,teardownclass,1,1.0
45072,tearing,2,0.4
45073,tease,2,1.0
45074,teaser,1,1.0
45075,teaspoon,3,0.142857142857
45076,teaspoon`,1,0.0
45077,tech,3,1.0
45078,"tech,",1,1.0
45079,techattachment,1,1.0
45080,techempower,1,1.0
45081,technical,2,0.5
45082,technically,2,1.0
45083,technique,3,0.333333333333
45084,technology,2,0.5
45085,tectonic,1,1.0
45086,ted,1,0.0
45087,tedious,2,1.0
45088,"tedious,",1,0.0
45089,"tedyu,",1,0.0
45090,tejun,1,0.0
45091,tel,1,1.0
45092,tell,13,0.461538461538
45093,"tell,",1,0.0
45094,telling,3,0.333333333333
45095,tells,2,0.5
45096,telseq,1,1.0
45097,temacs,2,1.0
45098,temacs$(exeext),1,1.0
45099,temp,38,0.597222222222
45100,"temp,",2,0.0
45101,tempdir,1,1.0
45102,temperature,1,1.0
45103,tempest,3,0.0344827586207
45104,tempest),1,0.0
45105,"tempest,",1,0.0
45106,tempfile,1,0.0
45107,templalte,1,0.0
45108,template,124,0.741379310345
45109,template),2,0.0
45110,"template,",3,0.0
45111,templatebinding,1,0.0
45112,templatebindings,1,0.0
45113,templated,1,0.0
45114,templatefunction,1,0.0
45115,templates,55,0.755813953488
45116,templates),2,0.5
45117,"templates,",7,0.571428571429
45118,templates`,1,0.0
45119,templatesmaxshift,1,1.0
45120,templatetags,1,1.0
45121,templating,2,0.5
45122,templatized,1,0.0
45123,temporal,1,1.0
45124,temporalparticleplanner,1,1.0
45125,temporaly,1,1.0
45126,temporariesgraph,1,1.0
45127,temporarily,21,0.625
45128,"temporarily,",1,1.0
45129,temporary,42,0.385964912281
45130,"temporary,",1,1.0
45131,temporaryconfiguration,1,1.0
45132,temporaryfolder,2,0.5
45133,"temporaryfolder,",1,0.0
45134,temps,1,0.0
45135,tempstore,1,1.0
45136,temptable,1,1.0
45137,"temslot,",1,1.0
45138,ten,2,0.5
45139,tenancy,1,0.0
45140,tenant,4,0.666666666667
45141,tenants,1,0.0
45142,"tenants,",1,0.0
45143,tend,2,0.0
45144,tends,1,0.0
45145,"tenerezza,",1,0.0
45146,tens,1,1.0
45147,tense,1,1.0
45148,tensor,3,0.714285714286
45149,"tensor,",1,1.0
45150,tensorflow,4,0.888888888889
45151,tensorflower,1,1.0
45152,tensorflower<gardener@tensorflow,1,1.0
45153,tensors,1,1.0
45154,tensorshapeold,1,1.0
45155,tentative,4,0.25
45156,ter,1,0.0
45157,terators,1,0.0
45158,term,74,0.533834586466
45159,term),1,1.0
45160,"term,",2,0.333333333333
45161,termcap,5,0.333333333333
45162,termcap),1,0.0
45163,"termcap,",1,0.0
45164,termcapobj,1,0.0
45165,termchar,2,1.0
45166,termcreatornode,1,0.0
45167,termhooks,7,0.875
45168,terminal,26,0.622641509434
45169,terminal),8,0.827586206897
45170,"terminal,",4,0.75
45171,terminals,1,0.0
45172,terminals),2,0.0
45173,terminate,8,0.555555555556
45174,terminated,3,0.5
45175,terminatedrag,1,1.0
45176,terminates,1,0.666666666667
45177,terminating,1,1.0
45178,termination,7,0.571428571429
45179,termination),1,0.0
45180,"termination,",1,0.0
45181,terminator,1,1.0
45182,terminfo,1,1.0
45183,terminfo),1,0.0
45184,"terminfo,",2,0.666666666667
45185,terminfo],1,0.0
45186,terminology,7,0.428571428571
45187,termio),1,1.0
45188,"termio,",1,1.0
45189,termio],1,1.0
45190,termios,1,1.0
45191,termopts,1,1.0
45192,terms,20,0.541666666667
45193,"terms,",1,1.0
45194,termscript,2,1.0
45195,termscript),1,1.0
45196,"termscript,",1,0.0
45197,ternaries,1,1.0
45198,ternary,6,0.444444444444
45199,terracotta,1,0.0
45200,terrain,3,1.0
45201,terrainglobaloptions,1,1.0
45202,terraingroup,2,1.0
45203,terrainprovider,2,1.0
45204,terrestrial,1,0.0
45205,terrible,1,1.0
45206,terribly,1,0.0
45207,territories,1,0.0
45208,territory,2,0.5
45209,"territory,",1,1.0
45210,tess,1,0.0
45211,tesselation,1,1.0
45212,tesseract,1,0.0
45213,test,695,0.62507571169
45214,test(),1,0.0
45215,test(aio),2,0.0
45216,test(forms),1,0.0
45217,test(ivy),1,0.0
45218,test(text),1,1.0
45219,test(xod,1,1.0
45220,test),6,0.5
45221,"test,",25,0.551724137931
45222,test01,2,0.142857142857
45223,test02,3,0.5
45224,test03,2,0.5
45225,test04,1,0.0
45226,test05,1,0.0
45227,test06,1,1.0
45228,test11,2,1.0
45229,test12,2,1.0
45230,test13,1,1.0
45231,test16,1,1.0
45232,test17,1,1.0
45233,test24,3,0.666666666667
45234,test31,1,1.0
45235,test34,1,0.0
45236,test37,1,0.0
45237,test38,1,0.0
45238,test39,1,0.0
45239,test40,2,0.0
45240,test41,1,0.0
45241,test42,1,0.0
45242,test=build,1,1.0
45243,test=built,2,1.0
45244,test=none,1,0.0
45245,test`,1,1.0
45246,testability,3,1.0
45247,"testability,",1,1.0
45248,testable,5,0.4
45249,"testable,",1,0.0
45250,testaction,1,1.0
45251,testanalyticsdao,1,1.0
45252,testanalyticslistener,1,1.0
45253,testanalyticsservice,1,1.0
45254,testassemblies,1,0.0
45255,testassert,1,0.0
45256,testattribute,1,0.0
45257,testbundle,1,0.0
45258,testbusinesssubscription,1,1.0
45259,testbusinesssubscriptiontransition,1,1.0
45260,testcase,15,0.555555555556
45261,testcase),1,1.0
45262,"testcase,",2,0.0
45263,testcaseattribute,1,0.0
45264,testcasebase,2,1.0
45265,testcasedata,1,0.0
45266,testcases,5,0.5
45267,testcasesbase,2,1.0
45268,testcasesourceattribute,1,0.0
45269,testcleanup5,1,1.0
45270,testcommon,1,1.0
45271,testcompiler,1,0.0
45272,testcomponentbuilder,1,1.0
45273,testcomponents,1,1.0
45274,"testconfig`,",1,1.0
45275,testconnectionmanager,1,0.0
45276,testconstraints,1,1.0
45277,testcosttocostitem,1,0.0
45278,testcover,2,0.5
45279,testcreatenotification,1,0.0
45280,testcredential,1,1.0
45281,testcredentials,1,1.0
45282,testdata,2,0.666666666667
45283,testdatadump,1,1.0
45284,testdefaultinvoicedao,1,0.0
45285,testdelegates,1,0.0
45286,testdr2bufferparser,1,0.0
45287,testdr2idempotencyfilter,1,0.0
45288,tested,120,0.56204379562
45289,tested),2,1.0
45290,"tested,",1,1.0
45291,testemulator,1,0.0
45292,testengine,1,1.0
45293,tester,18,0.290322580645
45294,testes,1,0.0
45295,testexplorermodel,1,1.0
45296,testexplorerviewmodel,1,1.0
45297,testfilelister,1,0.0
45298,testfixtureattribute,1,0.0
45299,testfixtureattributetests,1,0.0
45300,testfixturesetupattribute,1,0.0
45301,testfixtureteardownattribute,1,0.0
45302,testgarbage,1,1.0
45303,testgethandlermatches,1,0.0
45304,testgetorganisationfinancetotals,1,0.0
45305,"testgetprojectorganisationfinancechanges,",1,0.0
45306,testheapsize,1,1.0
45307,testhelpers,1,0.0
45308,testhexen,1,0.0
45309,testhivecontext,1,1.0
45310,testing,126,0.639053254438
45311,testing),3,0.666666666667
45312,"testing,",3,0.333333333333
45313,testinginterpreterspec,1,0.0
45314,testings,1,0.0
45315,testinternationalprice,1,1.0
45316,testkit,1,0.0
45317,testkits,1,1.0
45318,testlistingprotobufalias,1,1.0
45319,testlogincache,1,1.0
45320,testmempoolentryhelper,1,0.0
45321,testmode,1,1.0
45322,testnet,1,1.0
45323,testnetconfig,1,1.0
45324,testng,1,0.0
45325,testnode,1,1.0
45326,testpmd,3,0.0
45327,testquery(),1,1.0
45328,testregex,1,0.0
45329,testrules,1,1.0
45330,tests,721,0.554550934298
45331,tests(graphql),1,0.0
45332,tests),12,0.533333333333
45333,"tests,",29,0.533333333333
45334,tests=true,1,0.0
45335,tests`,2,0.0
45336,testsuite,3,0.333333333333
45337,testsuite),1,1.0
45338,testsuits,1,1.0
45339,testu,1,0.0
45340,testupdatenotification,1,0.0
45341,testuserapibase,1,1.0
45342,testuserapicreate,1,1.0
45343,testuserapicreatememory,1,1.0
45344,testuserapicreatesql,1,1.0
45345,testutil,1,0.0
45346,testutilities,1,1.0
45347,testutils,2,0.5
45348,testvalidshippingregion,1,1.0
45349,tetris,1,1.0
45350,tex,7,0.931034482759
45351,"tex,",2,1.0
45352,texels,2,0.5
45353,texi,67,0.553278688525
45354,texinfo,3,1.0
45355,texinputs,1,1.0
45356,text,142,0.58275862069
45357,text),16,0.571428571429
45358,"text,",9,0.142857142857
45359,textarea,4,0.666666666667
45360,textareas,2,0.5
45361,textcache,1,1.0
45362,texteditor,1,1.0
45363,textengine,1,1.0
45364,textfield,3,0.888888888889
45365,textfile,1,0.0
45366,textgeometry,1,0.0
45367,textmessagewriter,1,0.0
45368,textmessagewritertests,1,0.0
45369,textmodes,13,0.705882352941
45370,textoutputstream,1,1.0
45371,textoutputstreamable,1,1.0
45372,textpatcher,1,0.0
45373,textpath,1,0.0
45374,textprop,10,0.428571428571
45375,textprop),3,0.4
45376,texts,3,1.0
45377,"texts,",1,0.0
45378,textstyles列挙体をhtmltypesに移動し、名前をtexttypesに変更。,1,1.0
45379,textsubscriptionfactory,1,0.0
45380,texttranscription,1,1.0
45381,textual,6,0.125
45382,texture,14,0.666666666667
45383,textureassets,1,0.0
45384,texturebox,1,1.0
45385,textures,8,0.25
45386,"textures,",1,0.0
45387,textureuvmappingmaterial,1,0.0
45388,textwrap,1,1.0
45389,tf,4,0.952380952381
45390,tfdbg,1,1.0
45391,tfe,1,1.0
45392,tfgan,1,1.0
45393,tfoot,1,0.0
45394,tfs,2,0.0
45395,tfs07]$,1,0.0
45396,tftp,3,1.0
45397,tftpboot,1,0.0
45398,tgetstr),1,0.0
45399,tgr,1,1.0
45400,tgr606,1,1.0
45401,tgt,2,1.0
45402,tgtatom,1,1.0
45403,th,5,0.25
45404,thalamati@gmail,1,1.0
45405,than,256,0.573529411765
45406,thank,6,0.714285714286
45407,thanks,20,0.666666666667
45408,that,1160,0.560086767896
45409,that),1,1.0
45410,"that,",13,0.384615384615
45411,thats,1,0.0
45412,that’s,2,1.0
45413,the,3002,0.567322609619
45414,thebastionbot,1,1.0
45415,thebibliography),1,1.0
45416,thee,1,1.0
45417,thegraphisvalid,1,1.0
45418,their,145,0.633333333333
45419,them,243,0.604810996564
45420,them),2,1.0
45421,"them),",1,1.0
45422,"them,",14,0.75
45423,themaister,1,0.0
45424,theme,30,0.64
45425,theme),2,0.5
45426,"theme,",2,0.0
45427,theme`,1,0.0
45428,themes,11,0.642857142857
45429,themes),1,0.0
45430,"themes,",3,1.0
45431,themodule,1,1.0
45432,themselves,10,0.538461538462
45433,"themselves,",3,1.0
45434,then,139,0.553672316384
45435,"then,",9,0.444444444444
45436,thenify,1,0.0
45437,theoretical,2,0.5
45438,theoretically,5,0.2
45439,"theoretically,",1,1.0
45440,theoreticaly,1,1.0
45441,theory,2,1.0
45442,"theory,",2,1.0
45443,theoryattribute,1,0.0
45444,there,313,0.575063613232
45445,"there),",1,0.0
45446,"there,",8,0.5
45447,thereafter,1,0.0
45448,thereby,2,1.0
45449,therefore,18,0.4
45450,"therefore,",13,0.538461538462
45451,thereof,1,0.0
45452,there’s,3,1.0
45453,thermo,1,0.0
45454,these,208,0.618374558304
45455,"these,",4,0.4
45456,they,267,0.63687150838
45457,they’re,1,1.0
45458,thick,4,0.8
45459,thickness,3,0.333333333333
45460,thier,1,1.0
45461,thin,6,0.9
45462,thing,43,0.644444444444
45463,thing),2,0.0
45464,"thing,",3,0.666666666667
45465,thingies,1,1.0
45466,things,98,0.495495495495
45467,"things,",5,0.6
45468,think,38,0.583333333333
45469,"think,",1,1.0
45470,thinking,3,0.0
45471,thinkofname,1,0.0
45472,thinks,4,1.0
45473,thinkyhead,11,0.363636363636
45474,thinner,1,0.0
45475,third,19,0.64
45476,thirdparty,1,1.0
45477,this,1435,0.575129533679
45478,this),3,1.0
45479,"this),",1,1.0
45480,"this,",32,0.5
45481,this`,1,1.0
45482,thisbornagain,1,0.0
45483,thisinfocache,1,1.0
45484,thockin,2,0.0
45485,thomas,14,0.571428571429
45486,"thompson,",1,0.0
45487,thorough,4,0.5
